col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31,col32,col33,col34,col35,col36,col37,col38,col39,col40,col41,col42,col43,col44,col45,col46,col47,col48,col49,col50,col51,col52,col53,col54,col55,col56,col57,col58,col59,col60,col61,col62,col63,col64,col65,col66,col67,col68,col69,col70,col71,col72,col73,col74,col75,col76,col77,col78,col79,col80,col81,col82,col83,col84,col85,col86,col87,col88,col89,col90,col91,col92,col93,col94,col95,col96,col97,col98,col99,col100,col101,col102,col103,col104,col105,col106,col107,col108
120065676,"English language and sign language and hausa","06/15/1991","message, sign language, whatsapp, facebook","non","Christianity","Male","No","Single",,"Unemployed","none",0,,,"College of Education",,"No","Infrequently","Always","Sometimes","Good","Sometimes","No",,,,,,,"[Other] no money","Never","Never","Neither poor nor good","Fairly dissatisfied","Satisfied","To a great extent","Satisfied","A small amount","A moderate amount","Sometimes","A great deal","Completely","Very satisfied","Neither satisfied nor dissatisfied","Somewhat","Moderately","Slightly","Moderately","Satisfied","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Satisfied","security officers, police forces etc","Yes","No","No","No","Never","Never","Never",8,"education fiananices",26,"I already know sign language","Very good","special education",,,,,,"Not at all",,,"Not at all","LCCW deaf center yola, special education","lack of education, lack of finianical assistance, unemployment","No","No","self","Unsatisfied","Sometimes","Frequently","Sometimes","Somewhat","No",,,,,,,,,,"yes","Satisfied","Frequently","No","To a great extent","To a great extent","Yes","Somewhat","social network, telecommunication","A fair amount of the time","sign, speech and text etc"
120064266,"English language and Sign language","12/13/1978","writing, video chatting, text and whatsapp","Esan","Christianity","Male","No","Married","Yes","Government employee","teacher",100000,2,6,"University (Bachelor degree)",260000,"No","Sometimes","Sometimes",,,,,,,,,,,,,"Always","Good","Satisfied","Very dissatisfied","To a great extent","Fairly dissatisfied","A great deal","A moderate amount","Sometimes","A moderate amount","To a great extent","Neither satisfied nor dissatisfied","Fairly dissatisfied","Slightly","Moderately","Somewhat","Moderately","Fairly dissatisfied","Very dissatisfied","Satisfied","Satisfied","Neither satisfied nor dissatisfied","police","Yes","No","No","Yes","A few times","A few times","Never",8,"video relay, sign language interpreter",22,"No","Good","at federal college of education (special)","Hearing Aids",,,14,"No","Somewhat",,,"Not at all","school, churches, assocation meeting","unemployed and under employed, inaccessibility to information, inaccessibility to quality education","No","No","myself","Satisfied","Infrequently","Infrequently","Never","To a great extent","Yes",,,,,,,,"Ulcers",,"by using mosquito net and drug","Neither satisfied nor dissatisfied","Never","No","Somewhat","To a great extent","Yes","Somewhat","online, newspaper, tv","All of the time","through writing, texting and signing and speaking"
120031818,"English language","02/14/1982","whatsapp","I am from edo state benin","Christianity","Male","No","Widowed",,"Self-employed","fashion designer",15000,1,5,"Primary school (or can read and write)",180000,"No","Sometimes","Sometimes","Never","Fair","Sometimes","No","I don't have the transportation to go shopping for healthy food",,,,,,,"Sometimes","Sometimes","Very Poor","Satisfied","Satisfied","Not at all","Satisfied","A great deal","A small amount",,"Not at all","Completely","Satisfied","Satisfied",,"Extremely","Not at all","Moderately","Satisfied","Satisfied","Satisfied","Satisfied","Satisfied","no","No","Yes","No","No","A few times","A few times","Never",7,"hearing aids",10,"I already know sign language","Very good","primary school",,"Cochlear Implants",,,,"Somewhat",,,"Somewhat","upper sakpoba road and mmway","deaf only have face problem","Yes","Yes","chariman","Satisfied","Never","Sometimes","Never","To a great extent","No",,,,,,"High Blood Pressure",,,,"cover with mosquito net","Satisfied","Sometimes","Yes","Not at all","Not at all","Yes","Not at all","a doctor","A little of the time","write or chatting"
120031652,"Sign language","11/23/1986","whatsapp","Isoko","Christianity","Female","No","Married","Yes","Government employee","teacher",80000,1,5,"University (Bachelor degree)",144000,"No","Sometimes","Always","Sometimes","Fair","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Infrequently","Infrequently","Neither poor nor good","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Fairly dissatisfied","A great deal",,"Infrequently","A moderate amount","Somewhat","Fairly dissatisfied","Fairly dissatisfied","Somewhat","Moderately","Not at all","Moderately","Very dissatisfied","Very dissatisfied","Very dissatisfied","Fairly dissatisfied","Very dissatisfied","police","No","No","No","No","Never","Never","Never",8,"education",10,"I already know sign language","Neither poor nor good","ibadan",,,,,,"Not at all",,,"Not at all","non am aware of","communication, trasnport and employment","No","No","myself","Unsatisfied","Sometimes","Sometimes","Sometimes","Completely","No",,,,,,,,,,"by using mosquito net","Neither satisfied nor dissatisfied","Infrequently","No","Not at all","Not at all","Yes","Somewhat","in the internet","All of the time","speech reading"
120031469,"NSL","01/21/1990","video communication","Bini","Christianity","Male","No","Single",,"Private sector employee","tailor",38000,1,,"High school or vocational",180000,"No","Infrequently","Always","Sometimes","Fair","Sometimes","Yes",,,,,,,,"Never","Never","Neither poor nor good","Neither satisfied nor dissatisfied","Neither satisfied nor dissatisfied","Not at all","Neither satisfied nor dissatisfied","A small amount","A small amount","Always","A small amount","To a great extent","Neither satisfied nor dissatisfied","Very dissatisfied","Not at all","Not at all","Not at all","Not at all","Very dissatisfied","Very dissatisfied","Very dissatisfied","Very satisfied","Very dissatisfied",,,,,,"Once","Never","Never",5,"interpreters",,"I already know sign language","Very good","deaf school",,,,,,"Not at all",,,"Not at all",,,,,,"Very Satisfied","Sometimes","Sometimes","Sometimes","Completely","Yes",,"Malaria",,,,,,,,,,"Sometimes","No","Not at all","Completely","Yes","Not at all",,"Not at all","writing"
120031294,"NSL and English language",,"whatsapp and sign language","Benin people of edo state","Christianity","Male","Yes","Married","Yes","Government employee","teacher",80000,1,5,"University (Bachelor degree)",200000,"No","Sometimes","Always","Never","Poor","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Sometimes","Neither poor nor good","Very satisfied","Very satisfied","Completely","Very satisfied","A moderate amount","A moderate amount","Infrequently","A great deal","To a great extent","Very satisfied","Neither satisfied nor dissatisfied","To a great extent","Moderately","Slightly","Moderately","Fairly dissatisfied","Fairly dissatisfied","Satisfied","Satisfied","Fairly dissatisfied","my sister through text message or whatsapp","Yes","Yes","No","Yes","Never","Never","Never",8,"sign language interpreters",38,"I already know sign language","Very good","school",,,,,,"Not at all",,,"Not at all",,"unemployment, lack of good facilities in school, discrmination by society","No","Yes","myself","Satisfied","Always","Infrequently","Never","Somewhat","No",,"Malaria",,,,,,,,"visit hospital for drugs","Satisfied","Never","No","Slightly","To a great extent","Yes","Not at all","none","All of the time","speaking, lip-reading, writing and local sign language"
120012434,"English language","05/05/1979","sms/text message","Bini","Christianity","Male","No","Married","No","Government employee","teacher",40000,1,5,"University (Master degree)",150000,"No","Sometimes","Always","Infrequently","Fair","Infrequently","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Sometimes","Neither poor nor good","Satisfied","Satisfied","Completely","Fairly dissatisfied","An extreme amount","A moderate amount",,,,,,,,,,"Fairly dissatisfied","Very dissatisfied","Satisfied","Satisfied","Satisfied","law enforcement agency (police)","Yes","No","No","No","Never","Never","Never",26,"audio aid / hearing aids",50,"Yes","Very poor","school",,,,,,"Not at all",,,"Not at all","only in my school","communication gap, likely accident, poor socialization","No","No","my school","Satisfied","Always","Sometimes","Sometimes","To a great extent","No",,,,,,"High Blood Pressure",,,,"mosquito nets and clear source of water","Fairly dissatisfied","Always","No","Completely","Completely","Yes","Completely","mass media","A little of the time","writing and text message"
120008393,"english language and sign language","08/30/1988","whatsapp","Benin city","Christianity","Female","No","Single",,"Private sector employee","teacher",35000,1,5,"College of Education",,"No","Sometimes","Sometimes","Sometimes","Fair","Sometimes","Yes","I don't have the transportation to go shopping for healthy food",,,,,,,"Never","Never","Good","Fairly dissatisfied","Fairly dissatisfied","Slightly","Satisfied","An extreme amount","A small amount","Frequently","An extreme amount","Somewhat","Fairly dissatisfied","Very dissatisfied",,"Moderately","Not at all","Slightly","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","Fairly dissatisfied","Fairly dissatisfied","police","No","Yes","No","Yes","A few times","A few times","Never",6,"financial stability",18,"I already know sign language","Very good","projecet charitole group of the deaf",,,,,,"Not at all",,,"Not at all",,"lack of information, lack of job, no help","No","No","myself","Neutral","Sometimes","Sometimes","Sometimes","Somewhat","No","Typhoid","Malaria",,,,,,"Ulcers",,"anti-malaria drug","Fairly dissatisfied","Sometimes","No","To a great extent","Somewhat","No","Not at all","not at all","A little of the time","speaking and writing"
120007655,"sign language","06/09/1975","text message and whatsapp","Benin","Christianity","Male","No","Married","Yes","Government employee","civil servant",50000,1,5,"High school or vocational",,"No","Sometimes","Always","Sometimes","Fair","Sometimes","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Poor","Fairly dissatisfied","Fairly dissatisfied","Not at all","Fairly dissatisfied","An extreme amount","A small amount","Sometimes","An extreme amount","To a great extent","Fairly dissatisfied","Fairly dissatisfied","To a great extent","Moderately","Not at all","Extremely","Fairly dissatisfied","Very dissatisfied","Fairly dissatisfied","Very satisfied","Very satisfied","my wife and family member","Yes","No","No","No","Never","Never","Never",7,"hearing aids",15,"No","Very good","from school","Hearing Aids",,,7,"No","Not at all",,,"Not at all","non","lose of respect, hearing challenge and negative feeling and discrminated","No","No","government and myself","Very Unsatisfied","Sometimes","Sometimes","Sometimes","Somewhat","No",,,,,,"High Blood Pressure",,,,"malaria drugs and close all doors from mosquites","Fairly dissatisfied","Sometimes","No","Not at all","Somewhat","No","Not at all","through news paper or get information through members and friends","A little of the time","through text message and whatsapp"
120005316,,"06/06/1975","NSL","Bini","Christianity","Female","Yes","Separated",,"Government employee","sport women",55000,1,5,"Junior school",,"No","Sometimes","Sometimes","Sometimes","Very Good","Always","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Poor","Fairly dissatisfied","Fairly dissatisfied","To a great extent","Neither satisfied nor dissatisfied","A great deal","A small amount","Sometimes","A small amount","To a great extent","Neither satisfied nor dissatisfied","Very dissatisfied","Slightly","Moderately","Somewhat","Slightly",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A little of the time","local language"
120003450,"english","04/27/1965","sign language","Edo","Christianity","Male","No","Married","No","Government employee","teacher",23000,1,5,"University (Bachelor degree)",250000,"Yes","Always","Always","Always","Excellent","Frequently","Yes",,,,,,,,"Never","Always","Good","Satisfied","Satisfied","To a great extent","Satisfied","A moderate amount","A great deal","Never","A great deal","Completely","Very satisfied","Very satisfied","Completely","Very","To a great extent","Moderately","Satisfied","Fairly dissatisfied","Satisfied","Satisfied","Satisfied","law enviornment agent","Yes","No","No","No","Never","Never","Never",5,"hearing aids",15,"I already know sign language","Good","in college",,,,,,"Not at all",,,"Not at all",,"communication, awareness and acceptance","Yes","No","deaf association","Satisfied","Sometimes","Sometimes","Sometimes","To a great extent","Yes",,"Malaria",,,,"High Blood Pressure",,,,"net","Satisfied","Sometimes","No","Slightly","To a great extent","Yes","To a great extent","public announcement","A little of the time","oral communication"
120002519,"ASL/NSL","01/06/1986","whatsapp","esan","Christianity","Female","No","Married","Yes","Government employee","teacher",81000,1,5,"College of Education",150000,"No","Sometimes","Infrequently","Sometimes","Poor","Frequently","Yes",,,,"I don't have the supplies and equipment I'd need to cook healthy food",,,,"Never","Never","Very Poor","Fairly dissatisfied","Very dissatisfied","Slightly","Very dissatisfied","A great deal","A moderate amount","Sometimes","A moderate amount","Slightly","Very dissatisfied","Neither satisfied nor dissatisfied","Somewhat","Very","Not at all","Moderately","Fairly dissatisfied","Neither satisfied nor dissatisfied","Very dissatisfied","Fairly dissatisfied","Fairly dissatisfied","edo state association of the deaf, my parent guarantor etc","Yes","No","No","Yes","A few times","Once","Never",3,"i am okay with deaf, it normal",5,"No","Good","in school",,,,,,"Not at all",,,"Not at all","epo state association of deaf, emdc, deaf church, primary school for the deaf","employment, empowerment, and education","No","No","myself","Very Unsatisfied","Infrequently","Infrequently","Never","Not at all","No",,"Malaria",,,,,,,,"drug use","Very dissatisfied","Never","No","Somewhat","Not at all","No","Not at all","through school, deaf community, deaf gist","All of the time","through sign language, and writing"
120002074,"English language","06/06/1984","Yoruba and English language","Yoruba","Christianity","Female","No","Divorced",,"Self-employed","trading business",50000,1,6,"Institute (2 years)",,"No","Never","Sometimes","Infrequently","Very Good","Always","Yes",,,,,,,"Other","Sometimes","Never","Very Good","Very satisfied","Very satisfied","To a great extent","Satisfied","A moderate amount","A moderate amount","Sometimes","A great deal","Somewhat","Fairly dissatisfied","Fairly dissatisfied","To a great extent","Moderately","Slightly","Moderately","Fairly dissatisfied","Very dissatisfied","Satisfied","Fairly dissatisfied","Neither satisfied nor dissatisfied","my immediate family - son, brother, sister","Yes","No","No","Yes","A few times","Never","Never",7,"good education and quality education",24,"I already know sign language","Good","federal college of education (special)","Hearing Aids",,,16,"No","Slightly",,,"Slightly","churches, hospital in local ogoverment area of lagos state","discrination, stigma, ridicule","No","Yes","myself and deaf assocation","Very Unsatisfied","Infrequently","Frequently","Sometimes","To a great extent","No","Typhoid","Malaria",,,,,,,,"using prescribed drugs and herbal mixtures","Fairly dissatisfied","Sometimes","No","Slightly","To a great extent","No","Somewhat","internet and social media and broadcasting tv stations, newspaper and medias","A fair amount of the time","writing, talking, sign language"
